"id_contrat","age_souscription","genre","duree","capital_assure","fumeur","annee_souscription","age_actuel","anciennete","duree_restante"
"DC01607",46,"H",10,944000,FALSE,2022,50,4,6
"DC01608",24,"F",10,331000,TRUE,2023,27,3,7
"DC01609",46,"F",24,356000,FALSE,2022,50,4,20
"DC01610",50,"F",10,536000,FALSE,2020,56,6,4
"DC01611",42,"F",20,143000,FALSE,2024,44,2,18
"DC01612",39,"H",20,88000,FALSE,2023,42,3,17
"DC01613",28,"H",10,118000,FALSE,2022,32,4,6
"DC01614",30,"H",20,224000,TRUE,2022,34,4,16
"DC01615",48,"H",22,245000,TRUE,2022,52,4,18
"DC01616",22,"F",10,153000,FALSE,2024,24,2,8
"DC01617",51,"H",15,197000,FALSE,2020,57,6,9
"DC01618",28,"H",15,315000,FALSE,2022,32,4,11
"DC01619",60,"F",10,96000,FALSE,2020,66,6,4
"DC01620",30,"H",10,199000,TRUE,2024,32,2,8
"DC01621",53,"F",15,40000,FALSE,2021,58,5,10
"DC01622",47,"H",10,184000,FALSE,2021,52,5,5
"DC01623",42,"F",10,312000,FALSE,2025,43,1,9
"DC01624",27,"H",30,242000,FALSE,2020,33,6,24
"DC01625",22,"H",20,141000,FALSE,2020,28,6,14
"DC01626",36,"H",10,248000,TRUE,2025,37,1,9
"DC01627",34,"H",25,516000,TRUE,2022,38,4,21
"DC01628",20,"H",20,142000,FALSE,2022,24,4,16
"DC01629",54,"H",10,29000,FALSE,2022,58,4,6
"DC01631",31,"H",10,256000,FALSE,2025,32,1,9
"DC01632",57,"H",10,207000,FALSE,2023,60,3,7
"DC01633",36,"H",20,472000,FALSE,2020,42,6,14
"DC01634",46,"F",20,99000,TRUE,2018,54,8,12
"DC01635",22,"H",10,171000,TRUE,2018,30,8,2
"DC01636",51,"F",15,490000,FALSE,2023,54,3,12
"DC01637",58,"H",12,88000,FALSE,2023,61,3,9
"DC01638",21,"H",25,90000,FALSE,2020,27,6,19
"DC01639",26,"H",10,110000,FALSE,2020,32,6,4
"DC01640",33,"H",20,45000,TRUE,2023,36,3,17
"DC01641",44,"F",20,145000,FALSE,2018,52,8,12
"DC01642",27,"H",5,63000,FALSE,2023,30,3,2
"DC01643",37,"F",10,42000,TRUE,2021,42,5,5
"DC01644",26,"H",15,254000,FALSE,2018,34,8,7
"DC01645",31,"H",10,77000,FALSE,2020,37,6,4
"DC01646",39,"F",20,372000,FALSE,2021,44,5,15
"DC01647",29,"H",15,127000,FALSE,2022,33,4,11
"DC01648",38,"F",20,168000,FALSE,2025,39,1,19
"DC01649",51,"F",10,503000,FALSE,2023,54,3,7
"DC01650",32,"H",25,206000,FALSE,2025,33,1,24
"DC01651",50,"F",20,112000,TRUE,2020,56,6,14
"DC01653",47,"H",15,160000,TRUE,2021,52,5,10
"DC01654",33,"H",10,156000,FALSE,2021,38,5,5
"DC01655",39,"H",10,122000,TRUE,2025,40,1,9
"DC01657",43,"H",25,164000,FALSE,2024,45,2,23
"DC01658",40,"F",20,212000,FALSE,2023,43,3,17
"DC01659",57,"F",10,76000,FALSE,2023,60,3,7
"DC01660",57,"H",10,84000,TRUE,2022,61,4,6
"DC01661",60,"H",10,121000,FALSE,2023,63,3,7
"DC01662",25,"H",20,110000,FALSE,2019,32,7,13
"DC01663",26,"H",20,121000,TRUE,2023,29,3,17
"DC01664",23,"F",10,152000,FALSE,2022,27,4,6
"DC01665",45,"H",10,486000,FALSE,2025,46,1,9
"DC01666",52,"H",5,105000,FALSE,2023,55,3,2
"DC01667",45,"H",10,87000,FALSE,2020,51,6,4
"DC01668",22,"F",30,396000,FALSE,2023,25,3,27
"DC01669",51,"F",10,104000,FALSE,2025,52,1,9
"DC01670",48,"H",5,53000,FALSE,2023,51,3,2
"DC01671",51,"H",5,43000,TRUE,2024,53,2,3
"DC01672",53,"H",10,67000,FALSE,2023,56,3,7
"DC01673",44,"F",5,65000,FALSE,2022,48,4,1
"DC01674",23,"H",10,137000,FALSE,2020,29,6,4
"DC01675",59,"F",10,52000,FALSE,2025,60,1,9
"DC01676",21,"H",30,197000,FALSE,2024,23,2,28
"DC01677",31,"F",25,85000,FALSE,2021,36,5,20
"DC01678",49,"H",20,124000,FALSE,2023,52,3,17
"DC01679",29,"H",20,214000,TRUE,2021,34,5,15
"DC01680",47,"H",10,201000,FALSE,2022,51,4,6
"DC01681",43,"H",10,60000,FALSE,2019,50,7,3
"DC01682",30,"F",20,88000,FALSE,2024,32,2,18
"DC01683",26,"H",25,139000,FALSE,2023,29,3,22
"DC01684",54,"H",10,144000,TRUE,2020,60,6,4
"DC01685",41,"H",5,37000,FALSE,2022,45,4,1
"DC01686",27,"H",10,60000,FALSE,2023,30,3,7
"DC01687",44,"F",10,210000,FALSE,2021,49,5,5
"DC01688",26,"H",10,92000,TRUE,2022,30,4,6
"DC01689",38,"H",5,47000,TRUE,2022,42,4,1
"DC01690",54,"F",16,113000,TRUE,2022,58,4,12
"DC01691",42,"F",25,52000,FALSE,2022,46,4,21
"DC01692",20,"H",20,286000,FALSE,2019,27,7,13
"DC01693",37,"F",15,609000,FALSE,2023,40,3,12
"DC01694",54,"H",10,162000,TRUE,2022,58,4,6
"DC01695",53,"H",10,129000,FALSE,2024,55,2,8
"DC01696",35,"F",15,132000,FALSE,2022,39,4,11
"DC01697",51,"F",5,168000,FALSE,2024,53,2,3
"DC01699",20,"H",25,59000,TRUE,2020,26,6,19
"DC01700",54,"F",10,232000,FALSE,2024,56,2,8
"DC01701",46,"F",15,32000,FALSE,2025,47,1,14
"DC01702",23,"H",10,99000,TRUE,2024,25,2,8
"DC01703",48,"F",20,123000,FALSE,2023,51,3,17
"DC01704",48,"H",10,123000,TRUE,2022,52,4,6
"DC01705",56,"H",14,272000,FALSE,2021,61,5,9
"DC01707",25,"F",15,61000,FALSE,2024,27,2,13
"DC01708",33,"F",5,107000,FALSE,2025,34,1,4
"DC01709",33,"H",15,337000,FALSE,2025,34,1,14
"DC01710",26,"H",15,51000,FALSE,2019,33,7,8
"DC01711",53,"H",10,271000,TRUE,2023,56,3,7
"DC01712",43,"H",5,134000,TRUE,2024,45,2,3
"DC01713",49,"F",10,227000,FALSE,2024,51,2,8
"DC01714",55,"H",15,335000,TRUE,2019,62,7,8
"DC01715",33,"F",10,108000,FALSE,2020,39,6,4
"DC01716",32,"H",5,142000,FALSE,2022,36,4,1
"DC01717",46,"H",20,87000,FALSE,2020,52,6,14
"DC01718",24,"H",10,42000,FALSE,2021,29,5,5
"DC01719",26,"H",15,214000,FALSE,2021,31,5,10
"DC01720",60,"F",10,154000,FALSE,2023,63,3,7
"DC01721",46,"F",10,94000,FALSE,2025,47,1,9
"DC01722",40,"F",10,561000,FALSE,2025,41,1,9
"DC01723",30,"H",20,159000,FALSE,2020,36,6,14
"DC01724",41,"H",15,171000,FALSE,2023,44,3,12
"DC01725",23,"F",10,63000,TRUE,2024,25,2,8
"DC01726",21,"F",15,291000,FALSE,2023,24,3,12
"DC01727",39,"F",10,70000,FALSE,2022,43,4,6
"DC01728",37,"H",5,80000,FALSE,2023,40,3,2
"DC01729",43,"H",10,117000,TRUE,2025,44,1,9
"DC01730",53,"H",17,460000,FALSE,2023,56,3,14
"DC01731",54,"F",10,115000,TRUE,2023,57,3,7
"DC01732",40,"F",25,219000,TRUE,2021,45,5,20
"DC01733",46,"F",15,75000,FALSE,2019,53,7,8
"DC01734",60,"H",10,203000,TRUE,2018,68,8,2
"DC01735",21,"F",5,353000,FALSE,2023,24,3,2
"DC01736",48,"H",15,207000,FALSE,2021,53,5,10
"DC01738",42,"F",15,281000,FALSE,2022,46,4,11
"DC01739",31,"H",20,109000,FALSE,2025,32,1,19
"DC01740",45,"H",15,116000,FALSE,2019,52,7,8
"DC01741",47,"H",10,87000,FALSE,2025,48,1,9
"DC01742",56,"F",14,187000,FALSE,2021,61,5,9
"DC01743",47,"F",20,133000,TRUE,2020,53,6,14
"DC01744",52,"H",15,156000,TRUE,2022,56,4,11
"DC01745",27,"F",10,589000,FALSE,2018,35,8,2
"DC01746",27,"H",15,96000,TRUE,2021,32,5,10
"DC01747",51,"F",5,73000,TRUE,2024,53,2,3
"DC01748",49,"F",10,45000,FALSE,2024,51,2,8
"DC01749",42,"H",15,38000,FALSE,2019,49,7,8
"DC01750",22,"H",10,50000,FALSE,2019,29,7,3
"DC01751",33,"H",15,586000,TRUE,2022,37,4,11
"DC01752",40,"F",25,272000,FALSE,2022,44,4,21
"DC01753",20,"H",20,293000,TRUE,2020,26,6,14
"DC01754",48,"H",20,47000,TRUE,2022,52,4,16
"DC01755",42,"H",20,238000,FALSE,2024,44,2,18
"DC01756",60,"H",10,68000,TRUE,2020,66,6,4
"DC01757",48,"H",10,82000,FALSE,2024,50,2,8
"DC01758",58,"H",12,150000,FALSE,2021,63,5,7
"DC01759",52,"H",10,228000,FALSE,2023,55,3,7
"DC01760",49,"H",21,125000,FALSE,2025,50,1,20
"DC01761",42,"F",28,119000,FALSE,2021,47,5,23
"DC01762",54,"H",10,95000,TRUE,2022,58,4,6
"DC01763",20,"H",20,126000,TRUE,2023,23,3,17
"DC01764",33,"H",5,23000,TRUE,2022,37,4,1
"DC01765",20,"H",25,66000,TRUE,2018,28,8,17
"DC01766",25,"H",10,133000,TRUE,2021,30,5,5
"DC01767",31,"H",25,672000,FALSE,2021,36,5,20
"DC01768",48,"F",20,81000,FALSE,2023,51,3,17
"DC01769",47,"F",15,75000,FALSE,2024,49,2,13
"DC01770",56,"F",14,117000,FALSE,2022,60,4,10
"DC01771",55,"F",10,25000,FALSE,2023,58,3,7
"DC01772",31,"H",15,205000,FALSE,2023,34,3,12
"DC01773",55,"F",10,527000,FALSE,2025,56,1,9
"DC01774",42,"H",10,524000,FALSE,2021,47,5,5
"DC01775",30,"H",10,86000,TRUE,2020,36,6,4
"DC01776",51,"H",15,171000,FALSE,2024,53,2,13
"DC01777",41,"F",25,283000,FALSE,2021,46,5,20
"DC01778",29,"F",20,355000,TRUE,2020,35,6,14
"DC01779",51,"H",15,275000,FALSE,2023,54,3,12
"DC01780",53,"F",17,58000,FALSE,2019,60,7,10
"DC01781",40,"F",5,45000,FALSE,2022,44,4,1
"DC01782",27,"H",10,193000,FALSE,2025,28,1,9
"DC01783",58,"F",12,181000,TRUE,2019,65,7,5
"DC01784",43,"H",10,49000,FALSE,2025,44,1,9
"DC01785",54,"F",16,271000,FALSE,2023,57,3,13
"DC01786",53,"F",10,257000,TRUE,2022,57,4,6
"DC01787",42,"H",20,61000,FALSE,2024,44,2,18
"DC01788",54,"H",15,159000,FALSE,2024,56,2,13
"DC01789",50,"H",20,163000,TRUE,2022,54,4,16
"DC01790",54,"H",10,113000,FALSE,2023,57,3,7
"DC01791",37,"H",15,324000,TRUE,2021,42,5,10
"DC01792",24,"F",10,72000,FALSE,2022,28,4,6
"DC01793",41,"H",15,155000,FALSE,2022,45,4,11
"DC01794",37,"F",10,84000,FALSE,2020,43,6,4
"DC01795",35,"H",5,103000,FALSE,2023,38,3,2
"DC01796",33,"F",30,268000,FALSE,2021,38,5,25
"DC01797",53,"F",10,202000,FALSE,2024,55,2,8
"DC01798",54,"F",15,122000,FALSE,2022,58,4,11
"DC01799",47,"F",10,69000,FALSE,2019,54,7,3
"DC01800",41,"H",10,159000,FALSE,2021,46,5,5
"DC01801",45,"H",10,79000,FALSE,2022,49,4,6
"DC01802",44,"H",10,99000,FALSE,2018,52,8,2
"DC01803",34,"H",15,58000,FALSE,2019,41,7,8
"DC01804",33,"H",30,56000,TRUE,2025,34,1,29
"DC01805",29,"F",10,41000,FALSE,2024,31,2,8
"DC01806",45,"H",25,117000,TRUE,2022,49,4,21
"DC01807",22,"H",5,46000,FALSE,2024,24,2,3
"DC01808",38,"H",10,885000,TRUE,2018,46,8,2
"DC01809",57,"F",13,159000,FALSE,2021,62,5,8
"DC01810",59,"F",11,73000,FALSE,2023,62,3,8
"DC01812",50,"H",20,130000,FALSE,2021,55,5,15
"DC01813",55,"H",15,132000,FALSE,2020,61,6,9
"DC01814",52,"H",18,95000,TRUE,2022,56,4,14
"DC01815",53,"H",5,106000,FALSE,2023,56,3,2
"DC01816",58,"H",12,60000,FALSE,2020,64,6,6
"DC01817",56,"H",5,130000,TRUE,2023,59,3,2
"DC01818",42,"H",10,69000,FALSE,2020,48,6,4
"DC01819",56,"H",10,179000,FALSE,2018,64,8,2
"DC01820",39,"F",15,470000,FALSE,2024,41,2,13
"DC01821",20,"H",10,203000,FALSE,2025,21,1,9
"DC01822",31,"H",10,169000,FALSE,2019,38,7,3
"DC01823",33,"F",30,327000,FALSE,2023,36,3,27
"DC01824",50,"H",10,179000,FALSE,2022,54,4,6
"DC01825",23,"F",10,51000,FALSE,2023,26,3,7
"DC01826",26,"F",20,276000,FALSE,2021,31,5,15
"DC01827",39,"H",30,86000,FALSE,2021,44,5,25
"DC01828",34,"H",10,103000,FALSE,2022,38,4,6
"DC01829",27,"H",10,100000,FALSE,2020,33,6,4
"DC01830",53,"H",15,107000,FALSE,2025,54,1,14
"DC01831",56,"F",14,74000,FALSE,2024,58,2,12
"DC01832",34,"H",10,253000,TRUE,2023,37,3,7
"DC01833",38,"H",15,238000,FALSE,2023,41,3,12
"DC01834",37,"H",10,124000,FALSE,2023,40,3,7
"DC01835",24,"H",20,88000,FALSE,2018,32,8,12
"DC01836",51,"H",10,198000,FALSE,2021,56,5,5
"DC01837",47,"H",10,175000,FALSE,2019,54,7,3
"DC01838",27,"F",25,210000,TRUE,2021,32,5,20
"DC01839",52,"H",15,238000,TRUE,2022,56,4,11
"DC01842",49,"H",10,77000,FALSE,2021,54,5,5
"DC01843",30,"F",15,399000,FALSE,2025,31,1,14
"DC01844",25,"H",20,253000,FALSE,2023,28,3,17
"DC01845",33,"F",10,580000,FALSE,2019,40,7,3
"DC01846",29,"H",10,53000,FALSE,2023,32,3,7
"DC01847",28,"H",15,501000,FALSE,2023,31,3,12
"DC01848",24,"H",20,90000,FALSE,2025,25,1,19
"DC01849",37,"F",30,83000,FALSE,2023,40,3,27
"DC01850",54,"H",15,125000,TRUE,2020,60,6,9
"DC01851",52,"H",10,34000,FALSE,2021,57,5,5
"DC01852",20,"F",20,171000,FALSE,2019,27,7,13
"DC01853",60,"H",10,125000,FALSE,2019,67,7,3
"DC01854",45,"F",15,300000,FALSE,2021,50,5,10
"DC01855",47,"F",23,126000,FALSE,2023,50,3,20
"DC01856",58,"H",12,427000,FALSE,2024,60,2,10
"DC01857",24,"H",10,80000,FALSE,2019,31,7,3
"DC01858",31,"H",20,294000,FALSE,2019,38,7,13
"DC01859",36,"H",15,638000,FALSE,2021,41,5,10
"DC01860",20,"H",5,233000,FALSE,2023,23,3,2
"DC01861",22,"H",20,173000,FALSE,2022,26,4,16
"DC01862",27,"F",20,146000,FALSE,2020,33,6,14
"DC01863",29,"F",25,109000,FALSE,2024,31,2,23
"DC01864",44,"F",25,160000,FALSE,2021,49,5,20
"DC01865",31,"F",25,68000,FALSE,2022,35,4,21
"DC01866",41,"H",15,1079000,FALSE,2023,44,3,12
"DC01867",37,"F",15,145000,TRUE,2023,40,3,12
"DC01868",58,"H",10,91000,FALSE,2018,66,8,2
"DC01869",58,"F",12,86000,FALSE,2021,63,5,7
"DC01870",53,"H",15,287000,FALSE,2024,55,2,13
"DC01871",38,"F",20,121000,FALSE,2022,42,4,16
"DC01872",41,"H",15,417000,FALSE,2025,42,1,14
"DC01873",34,"F",20,374000,TRUE,2018,42,8,12
"DC01874",49,"H",10,278000,TRUE,2022,53,4,6
"DC01875",31,"H",15,175000,FALSE,2024,33,2,13
"DC01876",31,"H",10,80000,TRUE,2021,36,5,5
"DC01877",28,"H",10,189000,FALSE,2024,30,2,8
"DC01878",53,"H",10,101000,TRUE,2023,56,3,7
"DC01879",40,"H",15,65000,TRUE,2019,47,7,8
"DC01880",44,"H",20,359000,TRUE,2025,45,1,19
"DC01881",45,"F",20,38000,FALSE,2022,49,4,16
"DC01882",59,"H",11,1041000,FALSE,2022,63,4,7
"DC01883",20,"F",20,115000,FALSE,2019,27,7,13
"DC01884",34,"H",15,151000,TRUE,2020,40,6,9
"DC01885",44,"H",15,817000,FALSE,2024,46,2,13
"DC01886",25,"H",10,248000,TRUE,2021,30,5,5
"DC01887",24,"F",20,134000,FALSE,2022,28,4,16
"DC01888",56,"H",10,66000,FALSE,2021,61,5,5
"DC01889",32,"H",15,83000,FALSE,2019,39,7,8
"DC01890",42,"F",15,178000,FALSE,2020,48,6,9
"DC01891",24,"H",10,199000,FALSE,2025,25,1,9
"DC01892",51,"F",19,59000,FALSE,2025,52,1,18
"DC01893",45,"H",15,217000,FALSE,2023,48,3,12
"DC01894",34,"F",15,116000,FALSE,2025,35,1,14
"DC01895",45,"H",15,134000,FALSE,2023,48,3,12
"DC01896",24,"H",10,211000,FALSE,2021,29,5,5
"DC01897",44,"F",10,82000,TRUE,2024,46,2,8
"DC01898",48,"F",15,81000,FALSE,2025,49,1,14
"DC01899",60,"H",5,192000,FALSE,2024,62,2,3
"DC01900",39,"H",15,510000,TRUE,2022,43,4,11
"DC01901",58,"H",10,288000,FALSE,2022,62,4,6
"DC01902",30,"H",30,36000,FALSE,2021,35,5,25
"DC01903",43,"H",20,57000,FALSE,2021,48,5,15
"DC01904",31,"F",25,273000,FALSE,2024,33,2,23
"DC01905",52,"H",18,78000,TRUE,2024,54,2,16
"DC01906",60,"H",10,534000,FALSE,2025,61,1,9
"DC01907",38,"H",10,102000,FALSE,2019,45,7,3
"DC01908",55,"H",15,162000,FALSE,2024,57,2,13
"DC01909",43,"F",20,260000,TRUE,2024,45,2,18
"DC01910",60,"F",10,132000,FALSE,2021,65,5,5
"DC01911",46,"H",24,208000,FALSE,2023,49,3,21
"DC01912",29,"H",10,160000,FALSE,2021,34,5,5
"DC01913",46,"H",20,93000,FALSE,2022,50,4,16
"DC01914",51,"F",19,105000,FALSE,2024,53,2,17
"DC01915",48,"H",15,82000,FALSE,2021,53,5,10
"DC01916",37,"F",20,160000,FALSE,2020,43,6,14
"DC01917",42,"F",15,143000,TRUE,2022,46,4,11
"DC01918",46,"H",24,90000,FALSE,2022,50,4,20
"DC01919",26,"H",15,134000,TRUE,2022,30,4,11
"DC01920",29,"F",15,237000,FALSE,2025,30,1,14
"DC01921",25,"H",10,180000,FALSE,2021,30,5,5
"DC01922",41,"F",10,231000,FALSE,2021,46,5,5
"DC01923",22,"F",20,153000,FALSE,2018,30,8,12
"DC01924",28,"F",10,239000,FALSE,2024,30,2,8
"DC01925",31,"H",10,49000,FALSE,2025,32,1,9
"DC01926",55,"H",15,112000,TRUE,2021,60,5,10
"DC01927",27,"F",10,126000,TRUE,2024,29,2,8
"DC01928",28,"H",10,151000,FALSE,2021,33,5,5
"DC01929",26,"H",10,49000,FALSE,2025,27,1,9
"DC01930",51,"F",15,403000,TRUE,2024,53,2,13
"DC01931",24,"F",15,294000,FALSE,2022,28,4,11
"DC01932",26,"F",20,168000,FALSE,2019,33,7,13
"DC01933",32,"H",20,298000,TRUE,2024,34,2,18
"DC01934",44,"F",15,136000,TRUE,2023,47,3,12
"DC01935",37,"H",10,247000,FALSE,2022,41,4,6
"DC01936",30,"H",20,275000,FALSE,2021,35,5,15
"DC01937",44,"H",10,299000,FALSE,2021,49,5,5
"DC01938",35,"F",25,129000,FALSE,2022,39,4,21
"DC01939",54,"H",16,134000,FALSE,2022,58,4,12
"DC01940",20,"F",20,440000,FALSE,2025,21,1,19
"DC01941",41,"H",10,59000,FALSE,2025,42,1,9
"DC01942",34,"H",15,247000,FALSE,2024,36,2,13
"DC01943",44,"H",25,274000,FALSE,2020,50,6,19
"DC01944",60,"F",10,41000,FALSE,2023,63,3,7
"DC01945",55,"F",10,127000,TRUE,2022,59,4,6
"DC01946",44,"F",10,437000,FALSE,2024,46,2,8
"DC01947",49,"H",15,161000,FALSE,2019,56,7,8
"DC01948",50,"H",15,116000,FALSE,2023,53,3,12
"DC01949",26,"H",25,89000,FALSE,2023,29,3,22
"DC01950",22,"F",20,115000,FALSE,2022,26,4,16
"DC01951",26,"H",20,239000,FALSE,2023,29,3,17
"DC01952",39,"H",15,183000,FALSE,2021,44,5,10
"DC01954",28,"F",15,117000,FALSE,2022,32,4,11
"DC01955",23,"H",10,109000,FALSE,2023,26,3,7
"DC01956",35,"H",10,78000,FALSE,2019,42,7,3
"DC01957",50,"F",20,205000,TRUE,2025,51,1,19
"DC01958",55,"H",15,328000,FALSE,2022,59,4,11
"DC01959",47,"H",15,130000,TRUE,2021,52,5,10
"DC01960",58,"F",12,296000,FALSE,2023,61,3,9
"DC01961",27,"H",20,151000,FALSE,2023,30,3,17
"DC01962",24,"H",20,110000,FALSE,2020,30,6,14
"DC01963",40,"H",15,232000,TRUE,2020,46,6,9
"DC01964",47,"H",10,58000,FALSE,2020,53,6,4
"DC01965",33,"H",15,86000,FALSE,2025,34,1,14
"DC01966",53,"F",17,339000,FALSE,2024,55,2,15
"DC01967",50,"H",20,230000,TRUE,2025,51,1,19
"DC01968",58,"H",5,170000,TRUE,2024,60,2,3
"DC01969",32,"F",10,127000,TRUE,2023,35,3,7
"DC01970",28,"F",25,177000,FALSE,2020,34,6,19
"DC01971",34,"H",25,30000,FALSE,2025,35,1,24
"DC01972",57,"F",10,91000,FALSE,2021,62,5,5
"DC01973",21,"F",15,89000,TRUE,2023,24,3,12
"DC01974",33,"H",15,155000,FALSE,2024,35,2,13
"DC01975",36,"H",10,246000,FALSE,2020,42,6,4
"DC01977",39,"F",5,108000,FALSE,2025,40,1,4
"DC01978",34,"F",15,89000,FALSE,2018,42,8,7
"DC01979",30,"H",15,155000,FALSE,2021,35,5,10
"DC01980",40,"H",10,152000,FALSE,2025,41,1,9
"DC01981",50,"H",5,71000,FALSE,2025,51,1,4
"DC01982",49,"H",15,62000,FALSE,2018,57,8,7
"DC01983",25,"H",10,149000,TRUE,2021,30,5,5
"DC01984",47,"H",20,295000,FALSE,2022,51,4,16
"DC01985",29,"H",10,97000,FALSE,2019,36,7,3
"DC01986",54,"H",10,460000,FALSE,2020,60,6,4
"DC01987",30,"H",25,127000,FALSE,2022,34,4,21
"DC01988",60,"F",10,72000,FALSE,2021,65,5,5
"DC01990",33,"H",15,143000,FALSE,2024,35,2,13
"DC01991",50,"H",15,150000,TRUE,2022,54,4,11
"DC01992",24,"F",20,261000,FALSE,2025,25,1,19
"DC01993",57,"H",13,194000,FALSE,2023,60,3,10
"DC01994",51,"H",19,114000,FALSE,2024,53,2,17
"DC01995",27,"F",15,381000,TRUE,2018,35,8,7
"DC01996",45,"H",10,254000,FALSE,2018,53,8,2
"DC01997",40,"F",15,123000,FALSE,2023,43,3,12
"DC01998",28,"F",10,93000,FALSE,2019,35,7,3
"DC01999",27,"F",15,316000,TRUE,2023,30,3,12
"DC02000",20,"H",15,200000,FALSE,2019,27,7,8
"DC02001",21,"H",20,243000,FALSE,2022,25,4,16
"DC02002",32,"H",20,151000,FALSE,2024,34,2,18
"DC02003",60,"H",10,479000,TRUE,2023,63,3,7
"DC02004",43,"F",5,139000,FALSE,2022,47,4,1
"DC02005",42,"H",25,177000,FALSE,2020,48,6,19
"DC02006",27,"F",15,77000,FALSE,2024,29,2,13
"DC02007",49,"F",10,110000,FALSE,2025,50,1,9
"DC02008",29,"H",25,159000,FALSE,2022,33,4,21
"DC02009",32,"F",20,103000,FALSE,2022,36,4,16
"DC02010",20,"F",15,367000,TRUE,2023,23,3,12
"DC02011",38,"F",10,207000,FALSE,2022,42,4,6
"DC02012",29,"H",20,291000,FALSE,2021,34,5,15
"DC02013",59,"H",10,42000,FALSE,2021,64,5,5
"DC02014",35,"H",15,57000,TRUE,2023,38,3,12
"DC02015",36,"F",15,40000,FALSE,2021,41,5,10
"DC02016",43,"H",27,219000,FALSE,2020,49,6,21
"DC02017",47,"H",23,444000,FALSE,2021,52,5,18
"DC02018",23,"H",25,35000,FALSE,2022,27,4,21
"DC02019",29,"H",10,175000,FALSE,2020,35,6,4
"DC02020",28,"H",15,317000,FALSE,2021,33,5,10
"DC02021",32,"H",10,321000,FALSE,2022,36,4,6
"DC02022",27,"F",25,349000,FALSE,2022,31,4,21
"DC02023",27,"H",15,171000,FALSE,2025,28,1,14
"DC02024",33,"H",10,79000,FALSE,2022,37,4,6
"DC02025",35,"H",20,228000,FALSE,2023,38,3,17
"DC02026",35,"H",30,125000,FALSE,2023,38,3,27
"DC02027",35,"F",20,61000,FALSE,2019,42,7,13
"DC02028",55,"F",10,149000,FALSE,2024,57,2,8
"DC02029",49,"F",21,128000,FALSE,2020,55,6,15
"DC02030",40,"F",25,110000,FALSE,2019,47,7,18
"DC02031",50,"H",20,403000,FALSE,2023,53,3,17
"DC02032",23,"H",10,37000,FALSE,2024,25,2,8
"DC02033",29,"F",15,186000,TRUE,2023,32,3,12
"DC02035",31,"F",20,235000,FALSE,2021,36,5,15
"DC02036",55,"F",5,417000,FALSE,2024,57,2,3
"DC02037",47,"F",10,133000,FALSE,2024,49,2,8
"DC02038",47,"H",15,175000,FALSE,2022,51,4,11
"DC02040",21,"H",25,99000,FALSE,2020,27,6,19
"DC02041",36,"F",10,859000,FALSE,2021,41,5,5
"DC02043",30,"H",10,75000,FALSE,2022,34,4,6
"DC02044",20,"H",10,106000,FALSE,2022,24,4,6
"DC02045",50,"H",20,167000,TRUE,2022,54,4,16
"DC02047",29,"H",20,269000,FALSE,2021,34,5,15
"DC02048",48,"H",15,102000,FALSE,2023,51,3,12
"DC02049",43,"H",10,78000,FALSE,2022,47,4,6
"DC02050",40,"H",5,98000,TRUE,2024,42,2,3
"DC02051",31,"F",25,183000,FALSE,2021,36,5,20
"DC02052",42,"F",15,241000,FALSE,2023,45,3,12
"DC02053",59,"F",10,118000,TRUE,2025,60,1,9
"DC02054",59,"H",11,24000,FALSE,2024,61,2,9
"DC02056",39,"H",15,115000,FALSE,2023,42,3,12
"DC02057",21,"F",15,169000,FALSE,2021,26,5,10
"DC02058",42,"H",10,337000,FALSE,2021,47,5,5
"DC02059",42,"H",25,161000,FALSE,2019,49,7,18
"DC02060",26,"H",20,315000,FALSE,2022,30,4,16
"DC02061",44,"H",20,267000,FALSE,2018,52,8,12
"DC02062",41,"F",10,251000,FALSE,2022,45,4,6
"DC02063",22,"H",25,241000,TRUE,2023,25,3,22
"DC02064",58,"H",12,117000,FALSE,2025,59,1,11
"DC02065",35,"F",15,111000,FALSE,2024,37,2,13
"DC02066",30,"H",5,220000,TRUE,2023,33,3,2
"DC02067",34,"H",5,62000,TRUE,2022,38,4,1
"DC02068",48,"H",10,346000,FALSE,2023,51,3,7
"DC02069",20,"F",10,251000,TRUE,2022,24,4,6
"DC02070",37,"F",10,175000,FALSE,2022,41,4,6
"DC02071",51,"H",15,117000,FALSE,2020,57,6,9
"DC02072",24,"F",15,260000,FALSE,2024,26,2,13
"DC02073",27,"F",25,119000,FALSE,2019,34,7,18
"DC02074",39,"F",15,194000,FALSE,2025,40,1,14
"DC02076",37,"F",15,95000,FALSE,2024,39,2,13
"DC02077",36,"H",10,202000,TRUE,2020,42,6,4
"DC02078",36,"H",10,196000,TRUE,2020,42,6,4
"DC02079",48,"H",10,235000,FALSE,2022,52,4,6
"DC02080",20,"F",20,128000,FALSE,2023,23,3,17
"DC02081",33,"H",20,128000,FALSE,2025,34,1,19
"DC02082",60,"F",10,394000,FALSE,2025,61,1,9
"DC02083",38,"H",10,139000,FALSE,2025,39,1,9
"DC02084",45,"H",10,218000,FALSE,2019,52,7,3
"DC02085",21,"H",10,91000,FALSE,2025,22,1,9
"DC02086",31,"F",15,43000,FALSE,2022,35,4,11
"DC02087",22,"H",30,263000,FALSE,2019,29,7,23
"DC02088",35,"F",20,116000,FALSE,2024,37,2,18
